--- Manifest dan Laporan Verifikasi untuk Set: train ---

# Ringkasan
  - Jumlah gambar: 3848
  - Jumlah baris transkripsi: 3848
  - Status: Cocok. Setiap gambar memiliki transkripsi.

# Daftar File Manifest (gambar | transkripsi)
images/1833_NL-HaNA_1.04.02_3010_0357_43e46d6d-8640-4747-b337-5750e2c27f12.jpg | P a/o 73. en 74. 12 . . . . . . . . . . . ,, 2555 . - . - ,, 2607.12.-.
images/1834_NL-HaNA_1.04.02_3010_0357_445da942-b344-49b1-8627-01feed2ff2e8.jpg | Den 2 ! meij 1761.
images/1835_NL-HaNA_1.04.02_3010_0357_512f86ec-574c-4628-8266-c2a1198d9955.jpg | 233. – . p_ken Per Transport. met . . . . . P a/o 20807.15. P a/o 20866. 3.–.
images/1836_NL-HaNA_1.04.02_3010_0357_5887e003-043f-4270-8ac3-1fdd79a920bd.jpg | 2.–. „ „ Adjerhadja
images/1837_NL-HaNA_1.04.02_3010_0357_5e13494b-5a84-4446-b7e4-a16ac333484f.jpg | 1.–. „ „ Ternaten
images/1838_NL-HaNA_1.04.02_3010_0357_61daa90b-a129-473d-881e-d6b85d09d7dc.jpg | tweede dito adjdem.
images/1839_NL-HaNA_1.04.02_3010_0357_6245b55b-8328-4504-9f33-754735855245.jpg | 4. – p=ken. baftas breede bruijn bl:, Lang breet en van inhoude
images/1840_NL-HaNA_1.04.02_3010_0357_62b3dde7-3487-40d5-a98f-51b795fe5fd8.jpg | 9.–. p_ken. Eerste zoort met bleeken opmaakloon 't pak
images/1841_NL-HaNA_1.04.02_3010_0357_646a552d-335a-42c5-88fc-1181febda49b.jpg | 1. - d_o. Baftas gem: swarte, Lang, breet, en van inhoude
images/1842_NL-HaNA_1.04.02_3010_0357_684ae3ff-862c-4fbb-b3ee-6cd09ed4965e.jpg | Ten derden de kleeden en Lijwaaten dusdanig ter Leverantie geamplecteerd, verbind
images/1843_NL-HaNA_1.04.02_3010_0357_69307e7a-79cd-4fed-bcc3-63a8b8f2cad2.jpg | „houde als even, van dewelke
images/1844_NL-HaNA_1.04.02_3010_0357_6c7e5b88-55f4-4f3a-b990-f0c4e3d1cb4c.jpg | zig den Coopman reelement, alles wat er uijt te denken wesen mag, aanteleggen
images/1845_NL-HaNA_1.04.02_3010_0357_709f8ea7-9953-4ceb-b288-dc40285ea0b7.jpg | 9.–. p=ken als even eerste zoort met verw en opmaakloon
images/1846_NL-HaNA_1.04.02_3010_0357_71525818-57ac-48d8-818f-68c3498aeafd.jpg | 3.–. p_ken. Pro Patria, en
images/1847_NL-HaNA_1.04.02_3010_0357_768f8712-6644-469c-b85a-160f7534fe09.jpg | „strekkinge aan de slaven in't hospitaal ensz:
images/1848_NL-HaNA_1.04.02_3010_0357_7796c77f-85c7-4cfa-ae4c-2a4789ffb124.jpg | 2. –. „ „ Ternaten en
images/1849_NL-HaNA_1.04.02_3010_0357_7ffcaa8f-dcd9-41ca-bc0e-a06629fd78ec.jpg | ’t zij grof guinees salempoeris of andere uijtschot
images/1850_NL-HaNA_1.04.02_3010_0357_81afa4b2-01b1-4aa1-bb52-b9f0e8951c3c.jpg | 164. — en 2. -. Packen Per Transport met P a/o 15292.18. P a/o 15292.18. —.
images/1851_NL-HaNA_1.04.02_3010_0357_8326e003-d41b-47fe-9e8c-e487c4b23986.jpg | 8 .–. pken Pro Patria, en
images/1852_NL-HaNA_1.04.02_3010_0357_85fac4dd-bfc6-4854-a58e-36e234db361c.jpg | segd, monteerende in’t geheel. . . . . . P a/o 23249 . 3 . –  p a/o 23307. 15 .-.
images/1853_NL-HaNA_1.04.02_3010_0357_92252ef0-ead5-4462-8873-73f3a9b90da5.jpg | 1. –. d_o. voor batavia .
images/1854_NL-HaNA_1.04.02_3010_0357_96bcb13f-8ed1-4ea2-b22d-b68ad7be8530.jpg | 215.
images/1855_NL-HaNA_1.04.02_3010_0357_986ae52f-8c66-4dfc-8f20-a37c6eecaaf0.jpg | 2. –. p_ken voor batavia
images/1856_NL-HaNA_1.04.02_3010_0357_9c9dc7e9-8e0a-4647-a97a-2b0e0630f9a8.jpg | Den 2 ! meij 1761.
images/1857_NL-HaNA_1.04.02_3010_0357_9eab081d-08ec-4edd-b05c-983556e56b4b.jpg | 4.–. p_ken. eerste zoort met ^ en kloppen
images/1858_NL-HaNA_1.04.02_3010_0357_a32d0019-cca7-4873-8230-0b62a7d7b882.jpg | „loon onder toevoeging gelijk boven per pak
images/1859_NL-HaNA_1.04.02_3010_0357_a3ceebe8-302d-4044-99cb-c9d0758f3af7.jpg | tweede d_o met gelijke dalinge.
images/1860_NL-HaNA_1.04.02_3010_0357_a9f6f306-1d20-495f-a529-d958971ddd5f.jpg | van 80. p:s van die
images/1861_NL-HaNA_1.04.02_3010_0357_ab9e857c-9308-42b9-9744-b08156e1494f.jpg | als vooren, van deese
images/1862_NL-HaNA_1.04.02_3010_0357_adabc4d7-f60b-4032-af7a-b0caf89caccd.jpg | 1.-. d_o voor Batavia
images/1863_NL-HaNA_1.04.02_3010_0357_b24fc18c-980e-4c5e-92d5-81919cdcaf34.jpg | tweede d_o. des gelijx
images/1864_NL-HaNA_1.04.02_3010_0357_b71c34b6-2686-4b7b-88c1-428f4eccd4fa.jpg | tweede d:o met daling van pag. 2. per Pak.
images/1865_NL-HaNA_1.04.02_3010_0357_b78ff7d9-a811-4285-b31a-da3961045826.jpg | 'tpak van 160. pees teweeten.
images/1866_NL-HaNA_1.04.02_3010_0357_c12dbe2b-b55b-46ce-a582-02c4fd29be65.jpg | 13.—. „ voor batavia
images/1867_NL-HaNA_1.04.02_3010_0357_c27805ec-bb66-43ca-bf20-cded73c4104b.jpg | 13.–. p=ken: eerste zoort met bleek en opmaakloon anno
images/1868_NL-HaNA_1.04.02_3010_0357_cf887503-6a3c-4b56-9c98-7add1b24e18d.jpg | Ten vierden den Coopman blijft gehouden de kleeden en Lijwaaten bij hem van min„
images/1869_NL-HaNA_1.04.02_3010_0357_cfc1165d-e64f-4b87-9581-9653c24aa10b.jpg | 4.– p-ken als boven eerste zoort a-o 1757. betaald p a/o 70:12:
images/1870_NL-HaNA_1.04.02_3010_0357_d01e63aa-c71f-4277-98d7-a8964712050b.jpg | &:a waar voor stelle als in a=o pass:o betaald p a/o 72.20. p.r pak 218. 12. — „ 218. 12. –.
images/1871_NL-HaNA_1.04.02_3010_0357_d4f38c1f-8f71-4d17-a05f-83d9821510a7.jpg | 3- –. p=ken. grof Lijwaat gebl: voor de medicinale winkel, tot ver„
images/1872_NL-HaNA_1.04.02_3010_0357_d5f9803e-4e63-42a6-a4e2-ca0c65740cd2.jpg | 1.–. „ „ Adjerhadja.
images/1873_NL-HaNA_1.04.02_3010_0357_d7237c63-0149-4088-919a-57839ef645fe.jpg | 35 . . . p_ken als even eerste zoort met bleek en opmaak„
images/1874_NL-HaNA_1.04.02_3010_0357_da9618ee-37ed-4450-b5ad-e8420233a254.jpg | 9. – p_ken. baftas witte breede, Lang 22.½. en breed 1½ @: 'tpak
images/1875_NL-HaNA_1.04.02_3010_0357_dbaf109c-96c5-4937-89d5-4ce8e2189290.jpg | p a/o 75. 21. - . . . . . . . . ,, 682.21. - ,, 682.2. -
images/1876_NL-HaNA_1.04.02_3010_0357_e12ba31b-f55c-404e-a599-ba5417a69968.jpg | 7.–. „ „ Padang. /:zegge :/  Poulo Chinko
images/1877_NL-HaNA_1.04.02_3010_0357_e19dd8ec-84b2-4d45-aa01-12ab66f37bb4.jpg | 2.-. d-o. voor batavia
images/1878_NL-HaNA_1.04.02_3010_0357_e40a6309-7e14-48b2-a0d7-9db21f9ab3c0.jpg | elk.
images/1879_NL-HaNA_1.04.02_3010_0357_e74a74cd-a878-4d53-9e04-1c56af7ef22a.jpg | 2.-. d_o. „ Macasser
images/1880_NL-HaNA_1.04.02_3010_0357_eb54ff9f-07cb-427e-8920-6a48c0bb5d89.jpg | 35 .-. Pakk Pro Patria
images/1881_NL-HaNA_1.04.02_3010_0357_f05da034-31df-4b1a-a273-144d4c8c81b2.jpg | 1.–. „ voor banda en
images/1882_NL-HaNA_1.04.02_3010_0357_f07364c4-2a92-4232-bedc-1c47fba859ce.jpg | 35 .-. P_ken. salempoeris gem: gebl: Lang breet en van inhoude
images/1883_NL-HaNA_1.04.02_3010_0357_f1619f01-bff4-49e8-ba35-19e59aa3382e.jpg | 5.–. p=ken Pro Patria
images/1884_NL-HaNA_1.04.02_3010_0357_f32374bb-fb90-452a-87b1-68897da3abac.jpg | aan volgende.
images/1885_NL-HaNA_1.04.02_3010_0357_f7733905-cb80-4122-9861-c76314d51266.jpg | „houde meede zoo. derwelke.
images/1886_NL-HaNA_1.04.02_3010_0357_f82ed434-39c9-4802-91ad-96b1ce2f31d8.jpg | tweede d=o. met gelijke daling
images/1887_NL-HaNA_1.04.02_3010_0357_fe68b270-cba4-4ad4-adcf-56fb4f29a2f3.jpg | nu toegevoegd pag: 1.½. per pak dus het pak
images/1888_NL-HaNA_1.04.02_3010_0357_line_1655207563652_95.jpg | P a/o 72.—. —. . . . . . . . ,, 282 . . . . 288 . . . . .
images/1889_NL-HaNA_1.04.02_3010_0357_line_1655207607893_110.jpg | elk pak p a/o 99. 6.. . . . . . 397. –. – „ 397.-.–.
images/1890_NL-HaNA_1.04.02_3010_0357_line_1655207748723_120.jpg | pag: 96. per pak . . . . . . . ,, 864 . - . - .
images/1891_NL-HaNA_1.04.02_3010_0357_line_1655207836103_127.jpg | 233 ._ pack Die Transporteere met . . . . .  P a/o 20807.15 - P a/o 20866.3.-
images/1892_NL-HaNA_1.04.02_3010_0357_line_1655207851366_133.jpg | 344
images/1893_NL-HaNA_1.04.02_3010_0357_line_1655207979144_152.jpg | p-r dit Jaar ge„
images/1894_NL-HaNA_1.04.02_3010_0357_line_1655207979145_153.jpg | anno 1757.
images/1895_NL-HaNA_1.04.02_3010_0357_line_1655207984641_158.jpg | contracteerd.
images/1896_NL-HaNA_1.04.02_3010_0357_line_1655207984642_159.jpg | betaald
images/1897_NL-HaNA_1.04.02_3010_0357_line_1655209862088_246.jpg | ^verw
images/1898_NL-HaNA_1.04.02_3010_0357_line_1655210052608_273.jpg | voor dit Jaar
images/1899_NL-HaNA_1.04.02_3010_0357_line_1655210052609_274.jpg | Anno 1757
images/1900_NL-HaNA_1.04.02_3010_0357_line_1655210058360_279.jpg | gecontracteerd.
images/1901_NL-HaNA_1.04.02_3010_0357_line_1655210058360_280.jpg | betaald.
images/1902_NL-HaNA_1.04.02_3010_0357_line_1679065642737_1504.jpg | selver waarde aan D'E: Comp=e aftestaan.
images/1903_NL-HaNA_1.04.02_3010_0357_line_1679065677205_1523.jpg | Ten
images/1904_NL-HaNA_1.04.02_3047_0371_124b74d8-4392-4e2b-881b-a77dda248745.jpg | Jan Christoffel Herscher . . . ,, 28381:10.8.
images/1905_NL-HaNA_1.04.02_3047_0371_185486cd-ad68-444d-b00e-8cd1bd351e31.jpg | den koopman en pakhuijsmeester d’E:
images/1906_NL-HaNA_1.04.02_3047_0371_1b500a91-d3bb-4564-8b7d-8a8a9560f6e7.jpg | Pieter Liebert Schmidt _ . . „ 9405:14.8.
images/1907_NL-HaNA_1.04.02_3047_0371_288c26fb-e4e3-4a01-9f95-6c360df133b4.jpg | den ontfanger van ’s Comp:s Domainen
images/1908_NL-HaNA_1.04.02_3047_0371_2ee93225-0af3-4897-9bcd-efac93680d96.jpg | den opperkoopman en Gen: Dissave van Mature
images/1909_NL-HaNA_1.04.02_3047_0371_37b60dd0-8c54-4980-bb74-96fa463c65f6.jpg | „Eerste
images/1910_NL-HaNA_1.04.02_3047_0371_3b124339-cb28-4b25-a343-b3b49ee3c650.jpg | G'Imponeerde betaaling aan diverse
images/1911_NL-HaNA_1.04.02_3047_0371_3b128bd1-70b3-456c-8cec-d0811c9bf4f5.jpg | den Gevlugten silversmit don Anthonij . . ,, 133:3.8.
images/1912_NL-HaNA_1.04.02_3047_0371_54f7baca-2b98-4343-857a-115d67ed6e9c.jpg | ijzer maguazijn Jacob Gerrard Overbeek. . . ƒ 6310: 3.8.
images/1913_NL-HaNA_1.04.02_3047_0371_6e6521c3-1daf-49c2-bbaa-976f204a7810.jpg | Debet Lopende Reek:
images/1914_NL-HaNA_1.04.02_3047_0371_706e8a94-5434-4a2e-947d-3605793f21cb.jpg | De Debiteuren en Eenige Debet Lopende Reeke„
images/1915_NL-HaNA_1.04.02_3047_0371_70c17d66-102a-41cf-8e4a-10e4efd23d3d.jpg | den Capitain militair Godfried Leonart
images/1916_NL-HaNA_1.04.02_3047_0371_7a2dbee9-207f-45d6-8914-118f8398ef19.jpg | 169
images/1917_NL-HaNA_1.04.02_3047_0371_7cfcd7fd-9e16-4dbc-a6d7-11d3003f651d.jpg | Die Transporteere:
images/1918_NL-HaNA_1.04.02_3047_0371_89930ce3-7def-4e4f-b326-f0792090bf1b.jpg | den E: Agtb: Heer Mallabaarse Comman„
images/1919_NL-HaNA_1.04.02_3047_0371_9456f09f-6a3a-432d-9bd6-9b9df280f25c.jpg | den onderkoopman en Gew: opziender van’t
images/1920_NL-HaNA_1.04.02_3047_0371_b35a561f-f57d-422a-bd0a-9daa8fe14cc7.jpg | ƒ269028:2.8
images/1921_NL-HaNA_1.04.02_3047_0371_ca2862d3-a306-45bf-aada-ad2a1539a6b6.jpg | den p„l Capitain Luijtenant Jan Diederik
images/1922_NL-HaNA_1.04.02_3047_0371_d8ecd441-eba1-4c46-abe3-8605649753a5.jpg | „nings Te Colombo.
images/1923_NL-HaNA_1.04.02_3047_0371_eab99582-f98b-43f7-bc07-7b379a59db2d.jpg | Sufficante
images/1924_NL-HaNA_1.04.02_3047_0371_f003811d-7ad4-4262-b7e5-12acbeedf96b.jpg | 5.19.8.
images/1925_NL-HaNA_1.04.02_3047_0371_f1fb4862-11fb-41f8-aea5-b4584283974a.jpg | Dubieuse
images/1926_NL-HaNA_1.04.02_3047_0371_line_1655282847294_83.jpg | den opperkoopm: en dessave d’E: Robertus Cramer ,, 3537:7:8 „ 88128:7-
images/1927_NL-HaNA_1.04.02_3047_0371_line_1655283310340_131.jpg | „deur Casparus De Jong . . . . . ,, 5377:18.8.
images/1928_NL-HaNA_1.04.02_3047_0371_line_1655283334752_138.jpg | d E: Jan Bauert . . . . . . . . „ 2414:6.8.
images/1929_NL-HaNA_1.04.02_3047_0371_line_1655283343524_142.jpg | Fedder . . . . . . . . . ,, 490:14.8.
images/1930_NL-HaNA_1.04.02_3047_0371_line_1655283361436_147.jpg | De Coste . . . . . . . . . ,, 1559:18.8
images/1931_NL-HaNA_1.04.02_3047_0371_line_1655283414325_159.jpg | De salpittij Corle . . . . . . .  ƒ 1312:18:-:
images/1932_NL-HaNA_1.04.02_3047_0371_line_1655283421005_163.jpg | „ Ruijgam Corle . . . . . . . . . . . 712: 11.-.
images/1933_NL-HaNA_1.04.02_3047_0371_line_1655283425694_167.jpg | „ Htna Corle . . . . . . . . . . „ 123627.13.-.
images/1934_NL-HaNA_1.04.02_3047_0371_line_1655283429697_171.jpg | ’t dorp wolvendaal. . . . . . . . „ 614:9:-:
images/1935_NL-HaNA_1.04.02_3047_0371_line_1655283439765_177.jpg | „ ,, S:t Sebastiaan . . . . . . . . „ 146.11.8.
images/1936_NL-HaNA_1.04.02_3047_0371_line_1655283465216_182.jpg | ,, „ Matuaal . . . . . . . . . . . . . 404:16.8
images/1937_NL-HaNA_1.04.02_3047_0371_line_1655283469606_186.jpg | „ „ Mattecoelie . . . . . . . ,, 1.7.-.
images/1938_NL-HaNA_1.04.02_3047_0371_line_1655284152206_11.jpg | ,, 126953.9.8. ƒ 180899:15.8.
images/1939_NL-HaNA_1.04.02_3047_0371_line_1655284393213_19.jpg | den Maldivosen sultan . . . . . . . . ƒ . . . . ƒ  97.1.8.
images/1940_NL-HaNA_1.04.02_3047_0371_line_1655284406008_23.jpg | Goederen voor Jaffanapatnam . . . . . . „ 383.6.-.
images/1941_NL-HaNA_1.04.02_3047_0371_line_1655284779143_35.jpg | d_o „ Tutucorijn . . . . . . . . . „ 30.11.8
images/1942_NL-HaNA_1.04.02_3047_0371_line_1655284802833_51.jpg | d_o „ Trinconomale . . . . . . . „ 429 15 .-.
images/1943_NL-HaNA_1.04.02_3047_0371_line_1655285000006_55.jpg | d_o van Tutucorijn . . . . . . . ,, 1034.7.-.
images/1944_NL-HaNA_1.04.02_3047_0371_line_1655285005919_59.jpg | d_o voor Batavia . . . . . . . . „ 30115.3.8.
images/1945_NL-HaNA_1.04.02_3047_0371_line_1655285017960_64.jpg | Reek: van Vendutie . . . . . . . . . . . „ 16022:14.8.
images/1946_NL-HaNA_1.04.02_3047_0371_line_1655285034256_72.jpg | d_o „ Intressen . . . . . . . . .  „ 34008.5.-.
images/1947_NL-HaNA_1.04.02_3047_0371_line_1655285039450_76.jpg | Goederen voor Gale . . . . . . . . . . . „ 37. 4.-.
images/1948_NL-HaNA_1.04.02_3047_0371_line_1655285045009_82.jpg | d_o „ Cormandel . . . . . . . . . .  2131: 1.–.
images/1949_NL-HaNA_1.04.02_3047_0371_line_1655285072560_92.jpg | d_o ,, Mallabaar . . . . . . . . . . . . 301:10.8.
images/1950_NL-HaNA_1.04.02_3047_0371_line_1655286129571_146.jpg | perzoonen . . . . . . . .
images/1951_NL-HaNA_1.04.02_3047_0371_line_1655286136752_151.jpg | ƒ 53946: 6:—
images/1952_NL-HaNA_1.04.02_3247_0342_1c790d5c-4e89-4dc0-ade1-6f31eb2fd23d.jpg | maij ang bemand met 5: koppen
images/1953_NL-HaNA_1.04.02_3247_0342_3c524fa6-0d7a-441d-b67f-98f5292b70fd.jpg | „ 30: ditto
images/1954_NL-HaNA_1.04.02_3247_0342_583d555f-1f42-41ed-a665-e4488b7bc88e.jpg | „ 28: ditto
images/1955_NL-HaNA_1.04.02_3247_0342_5f677c53-d165-45f7-97ad-2c2b1c40e475.jpg | met 3: snaphanen.
images/1956_NL-HaNA_1.04.02_3247_0342_7a556618-6654-48e8-8eff-b77e0de03f88.jpg | „30: ditto
images/1957_NL-HaNA_1.04.02_3247_0342_bedf702e-d96b-4412-936a-b12c69dcc2e1.jpg | „ 30: ditto
images/1958_NL-HaNA_1.04.02_3247_0342_cb769d8c-f8c8-4508-986b-6984ebba4773.jpg | „ 30: ditto
images/1959_NL-HaNA_1.04.02_3247_0342_line_1654587060983_27.jpg | voert mede 1½: Coijang Rijst
images/1960_NL-HaNA_1.04.02_3247_0342_line_1654587060983_29.jpg | 1 1/9 Corgies Javaans tabak: genorteerd
images/1961_NL-HaNA_1.04.02_3247_0342_line_1654587061009_37.jpg | bladeren en Eenige grabat gemort:
images/1962_NL-HaNA_1.04.02_3247_0342_line_1654587061009_39.jpg | met 3: snaphanen, als Passagiers
images/1963_NL-HaNA_1.04.02_3247_0342_line_1654587194930_111.jpg | na Cheribon Tan Tikglaan, Chinees ald,,r
images/1964_NL-HaNA_1.04.02_3247_0342_line_1654587194931_112.jpg | Den 24:' Decemb:
images/1965_NL-HaNA_1.04.02_3247_0342_line_1654587194934_113.jpg | P,,l maij ang bemand met 4: Coppen
images/1966_NL-HaNA_1.04.02_3247_0342_line_1654587194934_115.jpg | voert meede Eenige grobat gemor:t
images/1967_NL-HaNA_1.04.02_3247_0342_line_1654587194934_117.jpg | met 1 snaphaen als Passagiers 1 Chinees.
images/1968_NL-HaNA_1.04.02_3247_0342_line_1654587194934_119.jpg | Na Rembang Lim koko Chinees ald„r
images/1969_NL-HaNA_1.04.02_3247_0342_line_1654587194934_121.jpg | P„w Conting bemande met 7: Coppen voert
images/1970_NL-HaNA_1.04.02_3247_0342_line_1654587194934_123.jpg | meede 2: Coijangs Rijst en 20:
images/1971_NL-HaNA_1.04.02_3247_0342_line_1654587194950_125.jpg | amatte Padij gemonteert met 4:
images/1972_NL-HaNA_1.04.02_3247_0342_line_1654587194954_127.jpg | draijbassen 1 donderbusse en 1 snaphanen
images/1973_NL-HaNA_1.04.02_3247_0342_line_1654587194957_129.jpg | Na sedaijae Bassa kaliejae: ald„r per
images/1974_NL-HaNA_1.04.02_3247_0342_line_1654587194957_131.jpg | Na Tagal souw Tamko Chinees ald„r
images/1975_NL-HaNA_1.04.02_3247_0342_line_1654587194957_135.jpg | P„r Port jallang bemand met 7:
images/1976_NL-HaNA_1.04.02_3247_0342_line_1654587194972_139.jpg | 2 Chineese en 1 javanse vrouw.
images/1977_NL-HaNA_1.04.02_3247_0342_line_1654587194973_141.jpg | Na sumanap Bapasima
images/1978_NL-HaNA_1.04.02_3247_0342_line_1654587194973_143.jpg | Inwoonder ald„r P„r Pantjallang
images/1979_NL-HaNA_1.04.02_3247_0342_line_1654587194973_145.jpg | bemand met 12: coppen voert mede
images/1980_NL-HaNA_1.04.02_3247_0342_line_1654587194973_147.jpg | 3 Coijang Rijst ½ Corgies javi tobak
images/1981_NL-HaNA_1.04.02_3247_0342_line_1654587194973_149.jpg | 1: P:es kajoembat, gemonteert
images/1982_NL-HaNA_1.04.02_3247_0342_line_1654587194989_151.jpg | met 2: draijbasse 1 donder bus 1 snaph :
images/1983_NL-HaNA_1.04.02_3247_0342_line_1654587194989_153.jpg | Na Sumanap Arta soeta inward:
images/1984_NL-HaNA_1.04.02_3247_0342_line_1654587194989_155.jpg | alder P„r Conting bemand met 8 Copen
images/1985_NL-HaNA_1.04.02_3247_0342_line_1654587194989_157.jpg | voert meede P P„es Rijst gem: met 8. Pers
images/1986_NL-HaNA_1.04.02_3247_0342_line_1654587194989_159.jpg | Na Caliwoengoe Sada jav: ald„r p„r
images/1987_NL-HaNA_1.04.02_3247_0342_line_1654587195005_161.jpg | mij ang bemant net 6: Coppen
images/1988_NL-HaNA_1.04.02_3247_0342_line_1654587195008_163.jpg | wert meede gemonteert met
images/1989_NL-HaNA_1.04.02_3247_0342_line_1654587608200_210.jpg | „ 30: ditto
images/1990_NL-HaNA_1.04.02_3247_0342_line_1654587693442_229.jpg | copen voert meede 10000: bankus
images/1991_NL-HaNA_1.04.02_3247_0342_line_1679065734665_1542.jpg | 2: draijbasse, en 3: snaphanen.
images/1992_NL-HaNA_1.04.02_3247_0342_line_1679065734666_1543.jpg | 2: draijbasse, en 3: snaphanen.
images/1993_NL-HaNA_1.04.02_3247_0342_line_1679065734667_1544.jpg | de 30.
images/1994_NL-HaNA_1.04.02_3247_0342_line_1679065734667_1545.jpg | de 30.
images/1995_NL-HaNA_1.04.02_3511_0260_line_1654068959056_64.jpg | 6.
images/1996_NL-HaNA_1.04.02_3511_0260_line_1654069004010_81.jpg | Houglij In 't fort
images/1997_NL-HaNA_1.04.02_3511_0260_line_1654069012832_86.jpg | Keysersdaalders
images/1998_NL-HaNA_1.04.02_3511_0260_line_1654069021070_91.jpg | Debet
images/1999_NL-HaNA_1.04.02_3511_0260_line_1654069026048_96.jpg | Jour,l G.b=k
images/2000_NL-HaNA_1.04.02_3511_0260_line_1654069030279_101.jpg | Pag:a. fol:o
images/2001_NL-HaNA_1.04.02_3511_0260_line_1654069323067_106.jpg | 1776. 8. 7br: Aan 't Compt,,r Bengale of: aanb,,d p,,r 't Schip Beekvliedt P:s 39200- 17 1 ƒ 98000 :-:-
images/2002_NL-HaNA_1.04.02_3511_0260_line_1654069377485_123.jpg | Monster Siccas
images/2003_NL-HaNA_1.04.02_3511_0260_line_1654069383699_128.jpg | Debet
images/2004_NL-HaNA_1.04.02_3511_0260_line_1654069424660_133.jpg | 1776 P=rimo 7br: Aan 't Compt,,r Bengale over Restant . . P,,s 1 - 1 1 ƒ 1: 5: -
images/2005_NL-HaNA_1.04.02_3511_0260_line_1654069442801_138.jpg | 1777 13 Januarij ,, ,, ditto ditto . . . . . . . .  ,, 10. - 76 ,, ,, 12: 10: -
images/2006_NL-HaNA_1.04.02_3511_0260_line_1654069452988_143.jpg | Somma P,,s 11: - . . . ƒ 13: 15: -
images/2007_NL-HaNA_1.04.02_3550_0752_0d0aac21-0a52-4302-af68-9dd30c83449d.jpg | same en Trouwschuldige Dienaaren /:was geteekend/ G: Wiltschut
images/2008_NL-HaNA_1.04.02_3550_0752_0f9613f7-0b6e-4801-8eea-1e1a6edc6a8a.jpg | T: Dias /:in margine:/ Amboina in ’t Casteel Nieuw Victoria den
images/2009_NL-HaNA_1.04.02_3550_0752_10c721f9-9ef5-400a-a4da-8a919bee4c85.jpg | Wij hoopen aan uwel Edele agtb: g’eerde Intentie te zullen hebben vol„
images/2010_NL-HaNA_1.04.02_3550_0752_1fc392fd-1eb8-4b1c-87d8-0acdfc36ba68.jpg | Een Hondert ponden-
images/2011_NL-HaNA_1.04.02_3550_0752_29e40731-daa4-4a5f-96f8-dde8f48eb867.jpg | daan en noemen ons met alle Eerbied en hoog agting /:onderstont:/ Wel
images/2012_NL-HaNA_1.04.02_3550_0752_2bc21944-64a6-4458-ada8-ef4fe462a9f2.jpg | Edele Agtbaren Heer /:lager:/ Uwel Edele Agtb: gantsch gehoor
images/2013_NL-HaNA_1.04.02_3550_0752_475067d1-4cc6-476b-ab07-9ac06d59b2a3.jpg | 10 May A=o 1779 -
images/2014_NL-HaNA_1.04.02_3550_0752_57a81fbe-9006-4426-abed-4dfe31185586.jpg | „gen E: q: Clercq: –..
images/2015_NL-HaNA_1.04.02_3550_0752_60fc3f25-d15c-4ab5-b411-56f527ad8dd2.jpg | bevonden zijn te weeten:
images/2016_NL-HaNA_1.04.02_3550_0752_71776d3f-6677-40a1-a4df-3a4c1bf90104.jpg | er onder dit Hoofd Casteel en de Subalterne Specerij Comptoiren mitsga„
images/2017_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977445_209l1.jpg | onder dit Hoofd Casteel ....
images/2018_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977510_215l1.jpg | ,, 't Comptoir Hila .......
images/2019_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977562_221l1.jpg | ,, ,, ditto Saparoua .....
images/2020_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977611_227l1.jpg | Ten Eijlande Nussalauwt .....
images/2021_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977661_233l1.jpg | Onder 't Comptoir Harocko ....
images/2022_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977720_239l1.jpg | ,, ,, ditto Laricque ....
images/2023_NL-HaNA_1.04.02_3550_0752_TableCell_1655797977787_245l1.jpg | Teldt te Samen .....
images/2024_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980006_251l1.jpg | Datijs
images/2025_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980006_251l2.jpg | dersel
images/2026_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980006_251l3.jpg | ver
images/2027_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980006_251l4.jpg | getal
images/2028_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980057_257l1.jpg | 725:
images/2029_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980105_263l1.jpg | 582:
images/2030_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980155_269l1.jpg | 1086:
images/2031_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980209_275l1.jpg | 346:
images/2032_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980260_281l1.jpg | 816:
images/2033_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980312_287l1.jpg | 248:
images/2034_NL-HaNA_1.04.02_3550_0752_TableCell_1655797980363_293l1.jpg | 3803:
images/2035_NL-HaNA_1.04.02_3550_0752_TableCell_1655797982382_299l1.jpg | vrugt
images/2036_NL-HaNA_1.04.02_3550_0752_TableCell_1655797982382_299l2.jpg | dragende
images/2037_NL-HaNA_1.04.02_3550_0752_TableCell_1655797982382_299l3.jpg | Boo,,
images/2038_NL-HaNA_1.04.02_3550_0752_TableCell_1655797982382_299l4.jpg | men
